0.000000,-9.358098
0.000000,-9.358098
0.000000,-9.358098
0.000000,-9.358098
0.000000,-9.358098
1.000000,-11.031129
1.000000,-11.031129
1.000000,-11.031129
1.000000,-11.031129
1.000000,-11.031129
2.000000,-8.171809
2.000000,-8.171809
2.000000,-8.171809
2.000000,-8.171809
2.000000,-8.171809
3.000000,2.552936
3.000000,2.552936
3.000000,2.552936
3.000000,2.552936
3.000000,2.552936
4.000000,5.938467
4.000000,5.938467
4.000000,5.938467
4.000000,5.938467
4.000000,5.938467
5.000000,-19.052627
5.000000,-19.052627
5.000000,-19.052627
5.000000,-19.052627
5.000000,-19.052627
6.000000,-3.050331
6.000000,-3.050331
6.000000,-3.050331
6.000000,-3.050331
6.000000,-3.050331
7.000000,-13.322259
7.000000,-13.322259
7.000000,-13.322259
7.000000,-13.322259
7.000000,-13.322259
8.000000,-16.908441
8.000000,-16.908441
8.000000,-16.908441
8.000000,-16.908441
8.000000,-16.908441
9.000000,-1.606278
9.000000,-1.606278
9.000000,-1.606278
9.000000,-1.606278
9.000000,-1.606278
