0.000000,-16.543572
0.000000,-16.543572
0.000000,-16.543572
0.000000,-16.543572
0.000000,-16.543572
1.000000,-1.417171
1.000000,-1.417171
1.000000,-1.417171
1.000000,-1.417171
1.000000,-1.417171
2.000000,-12.637688
2.000000,-12.637688
2.000000,-12.637688
2.000000,-12.637688
2.000000,-12.637688
3.000000,-8.631784
3.000000,-8.631784
3.000000,-8.631784
3.000000,-8.631784
3.000000,-8.631784
4.000000,-26.005062
4.000000,-26.005062
4.000000,-26.005062
4.000000,-26.005062
4.000000,-26.005062
5.000000,0.270774
5.000000,0.270774
5.000000,0.270774
5.000000,0.270774
5.000000,0.270774
6.000000,-18.137941
6.000000,-18.137941
6.000000,-18.137941
6.000000,-18.137941
6.000000,-18.137941
7.000000,-17.917828
7.000000,-17.917828
7.000000,-17.917828
7.000000,-17.917828
7.000000,-17.917828
8.000000,-18.226973
8.000000,-18.226973
8.000000,-18.226973
8.000000,-18.226973
8.000000,-18.226973
9.000000,-24.412850
9.000000,-24.412850
9.000000,-24.412850
9.000000,-24.412850
9.000000,-24.412850
