0.000000,75.031292,1.732244
1.000000,87.136456,34.483477
2.000000,87.212890,70.308606
3.000000,88.871732,78.444999
4.000000,88.891733,84.740028
5.000000,88.891733,87.380644
6.000000,88.891733,87.768191
7.000000,88.896796,88.046403
8.000000,88.896796,88.111590
9.000000,88.951733,88.183203
10.000000,89.041880,88.294992
11.000000,89.491733,88.482865
12.000000,89.491733,88.719192
13.000000,89.491733,88.947092
14.000000,89.491733,89.031866
15.000000,89.491733,89.120533
16.000000,89.491733,89.295570
17.000000,89.491733,89.317319
18.000000,89.491733,89.317994
19.000000,89.491733,89.320242
20.000000,89.491733,89.328335
21.000000,89.491733,89.328335
22.000000,89.491733,89.328335
23.000000,89.546695,89.328610
24.000000,89.546695,89.329709
25.000000,89.546695,89.334381
26.000000,89.546695,89.342401
27.000000,89.546695,89.402039
28.000000,89.551733,89.519090
29.000000,89.552892,89.530549
30.000000,89.551733,89.530921
0.000000,87.541921,1.464401
1.000000,87.541921,34.346360
2.000000,87.541921,70.691396
3.000000,87.541921,78.951615
4.000000,88.236796,84.620565
5.000000,88.236796,86.101793
6.000000,88.236796,87.367028
7.000000,88.236796,87.629999
8.000000,88.236796,87.629999
9.000000,88.236796,87.630492
10.000000,89.283229,87.680604
11.000000,89.786611,87.922864
12.000000,89.786611,88.135885
13.000000,89.786611,88.210690
14.000000,89.786611,88.367818
15.000000,89.786611,88.742846
16.000000,89.786611,88.889218
17.000000,89.786611,89.077937
18.000000,89.786611,89.143460
19.000000,89.786611,89.203048
20.000000,89.786611,89.250149
21.000000,89.786611,89.264911
22.000000,89.786611,89.275621
23.000000,89.786611,89.276374
24.000000,89.786611,89.276374
25.000000,89.823229,89.276557
26.000000,89.823229,89.276740
27.000000,89.823229,89.328227
28.000000,89.823229,89.374409
29.000000,89.823229,89.375507
30.000000,89.823229,89.375507
0.000000,66.144928,0.279286
1.000000,89.056695,29.432481
2.000000,89.906695,63.913107
3.000000,89.906695,77.553130
4.000000,89.906695,87.489036
5.000000,89.906695,88.335267
6.000000,89.906695,88.422211
7.000000,89.906695,88.728644
8.000000,89.906695,89.251170
9.000000,89.906695,89.259911
10.000000,89.906695,89.267850
11.000000,89.906695,89.270402
12.000000,89.906695,89.276606
13.000000,89.906695,89.290204
14.000000,89.906695,89.299554
15.000000,89.906695,89.318626
16.000000,89.906695,89.370187
17.000000,89.906695,89.391027
18.000000,89.906695,89.391027
19.000000,89.906695,89.391027
20.000000,89.906695,89.391027
21.000000,89.906695,89.391027
22.000000,89.906695,89.391027
23.000000,89.906695,89.391027
24.000000,89.906695,89.391027
25.000000,89.906695,89.391027
26.000000,89.906695,89.391027
27.000000,89.906695,89.501187
28.000000,89.906695,89.720360
29.000000,89.906695,89.720360
30.000000,89.906695,89.720360
0.000000,74.971721,1.531603
1.000000,88.776796,33.575806
2.000000,88.776796,69.224402
3.000000,88.776796,76.692355
4.000000,88.776796,82.331292
5.000000,89.041880,85.477301
6.000000,89.041880,87.087215
7.000000,89.043229,87.253939
8.000000,89.061683,87.468514
9.000000,89.061683,87.956259
10.000000,89.061683,88.111135
11.000000,89.181683,88.204949
12.000000,89.536695,88.274617
13.000000,89.536695,88.478258
14.000000,89.536695,88.798450
15.000000,90.079688,88.865324
16.000000,90.079688,88.896129
17.000000,90.079688,88.940918
18.000000,90.146611,89.174831
19.000000,90.259688,89.345219
20.000000,90.263414,89.528620
21.000000,90.379688,89.651522
22.000000,90.379688,89.671798
