0.000000,-7.623173
0.000000,-7.623173
0.000000,-7.623173
0.000000,-7.623173
0.000000,-7.623173
1.000000,7.059027
1.000000,7.059027
1.000000,7.059027
1.000000,7.059027
1.000000,7.059027
2.000000,-9.885867
2.000000,-9.885867
2.000000,-9.885867
2.000000,-9.885867
2.000000,-9.885867
3.000000,-2.246045
3.000000,-2.246045
3.000000,-2.246045
3.000000,-2.246045
3.000000,-2.246045
4.000000,7.462707
4.000000,7.462707
4.000000,7.462707
4.000000,7.462707
4.000000,7.462707
5.000000,-7.611820
5.000000,-7.611820
5.000000,-7.611820
5.000000,-7.611820
5.000000,-7.611820
6.000000,-12.277802
6.000000,-12.277802
6.000000,-12.277802
6.000000,-12.277802
6.000000,-12.277802
7.000000,-2.314495
7.000000,-2.314495
7.000000,-2.314495
7.000000,-2.314495
7.000000,-2.314495
8.000000,0.912094
8.000000,0.912094
8.000000,0.912094
8.000000,0.912094
8.000000,0.912094
9.000000,3.863001
9.000000,3.863001
9.000000,3.863001
9.000000,3.863001
9.000000,3.863001
