0.000000,7.289453
0.000000,7.289453
0.000000,7.289453
0.000000,7.289453
0.000000,7.289453
1.000000,-3.910334
1.000000,-3.910334
1.000000,-3.910334
1.000000,-3.910334
1.000000,-3.910334
2.000000,0.244365
2.000000,0.244365
2.000000,0.244365
2.000000,0.244365
2.000000,0.244365
3.000000,4.923665
3.000000,4.923665
3.000000,4.923665
3.000000,4.923665
3.000000,4.923665
4.000000,-2.223397
4.000000,-2.223397
4.000000,-2.223397
4.000000,-2.223397
4.000000,-2.223397
5.000000,-2.019091
5.000000,-2.019091
5.000000,-2.019091
5.000000,-2.019091
5.000000,-2.019091
6.000000,0.014499
6.000000,0.014499
6.000000,0.014499
6.000000,0.014499
6.000000,0.014499
7.000000,-0.743127
7.000000,-0.743127
7.000000,-0.743127
7.000000,-0.743127
7.000000,-0.743127
8.000000,-0.337697
8.000000,-0.337697
8.000000,-0.337697
8.000000,-0.337697
8.000000,-0.337697
9.000000,-1.248606
9.000000,-1.248606
9.000000,-1.248606
9.000000,-1.248606
9.000000,-1.248606
