0.000000,-20.577866
0.000000,-20.577866
0.000000,-20.577866
0.000000,-20.577866
0.000000,-20.577866
1.000000,-8.665921
1.000000,-8.665921
1.000000,-8.665921
1.000000,-8.665921
1.000000,-8.665921
2.000000,-28.198197
2.000000,-28.198197
2.000000,-28.198197
2.000000,-28.198197
2.000000,-28.198197
3.000000,-14.474632
3.000000,-14.474632
3.000000,-14.474632
3.000000,-14.474632
3.000000,-14.474632
4.000000,-16.793288
4.000000,-16.793288
4.000000,-16.793288
4.000000,-16.793288
4.000000,-16.793288
5.000000,-30.055852
5.000000,-30.055852
5.000000,-30.055852
5.000000,-30.055852
5.000000,-30.055852
6.000000,-19.070510
6.000000,-19.070510
6.000000,-19.070510
6.000000,-19.070510
6.000000,-19.070510
7.000000,-19.019238
7.000000,-19.019238
7.000000,-19.019238
7.000000,-19.019238
7.000000,-19.019238
8.000000,-15.875080
8.000000,-15.875080
8.000000,-15.875080
8.000000,-15.875080
8.000000,-15.875080
9.000000,-35.814810
9.000000,-35.814810
9.000000,-35.814810
9.000000,-35.814810
9.000000,-35.814810
