0.000000,-15.007914
0.000000,-15.007914
0.000000,-15.007914
0.000000,-15.007914
0.000000,-15.007914
1.000000,-9.901919
1.000000,-9.901919
1.000000,-9.901919
1.000000,-9.901919
1.000000,-9.901919
2.000000,-12.942359
2.000000,-12.942359
2.000000,-12.942359
2.000000,-12.942359
2.000000,-12.942359
3.000000,-7.919590
3.000000,-7.919590
3.000000,-7.919590
3.000000,-7.919590
3.000000,-7.919590
4.000000,-10.078943
4.000000,-10.078943
4.000000,-10.078943
4.000000,-10.078943
4.000000,-10.078943
5.000000,-4.565169
5.000000,-4.565169
5.000000,-4.565169
5.000000,-4.565169
5.000000,-4.565169
6.000000,-19.366402
6.000000,-19.366402
6.000000,-19.366402
6.000000,-19.366402
6.000000,-19.366402
7.000000,-11.462130
7.000000,-11.462130
7.000000,-11.462130
7.000000,-11.462130
7.000000,-11.462130
8.000000,-14.330038
8.000000,-14.330038
8.000000,-14.330038
8.000000,-14.330038
8.000000,-14.330038
9.000000,-4.054326
9.000000,-4.054326
9.000000,-4.054326
9.000000,-4.054326
9.000000,-4.054326
